Station,KGE,NSE,RMSE,r,Beta,Gamma
1824,0.5240397354561672,0.0687501073464758,13.881700861464646,0.5245132179041153,0.9993848670517795,0.9787840840831253
1122,0.68764064568616,0.6955702770278859,2.341429982515291,0.8410192931570813,0.8525360315893906,0.7751714450972035
4314,0.23598490125089078,-0.7821120339928775,18.57500577033861,0.5652294283355559,1.3658940093999474,1.5107006902447018
5189,0.4569554746559632,0.16530094073516832,0.42670847373814136,0.5149917599245198,0.8366916736254848,0.8183554181876862
1586,-0.41854509000828743,-0.02986228391380008,0.5199896751259092,0.6679407150643784,0.03201197672672072,0.017652815714243736
71,0.6648529633841512,0.6346134361539281,14.94871153171649,0.8004658918525037,0.9393445321090302,0.7376441537661189
482,0.8419695135296555,0.696705539539136,177.9217961267202,0.8649324399087456,0.957494613250682,1.0701689458545587
3192,0.8746122634406857,0.7477813919870402,4.803599618963365,0.8775193969347875,1.0030551235638168,1.0266693189313056
3200,0.7491372556406526,0.6184500805183202,5.35682663379328,0.7899706746546673,0.9823957984610646,0.8639489393989732
215,0.7475302761516831,0.7405691544552079,23.091415092460085,0.8783043128072375,0.8805716439479114,0.8138065818847985
4317,0.47836080840415285,0.2224086650521213,3.802487273239627,0.5318764393778254,0.9481009878777865,0.7757807529672698
8034,0.6125459366365924,0.48942918348020314,10.803656440940797,0.7297331641770731,0.7585071493512507,0.8630412771795111
51,0.8728265622662907,0.7904982766575335,19.94326197845259,0.8926681867157433,0.9468041058445275,0.9573014992403382
1694,-103.76248821856065,-9.180322035007794,2.368710962946179,0.23622921492771287,105.75916625566795,0.6643255308348898
4242,0.6469136685171593,0.645405060542851,2.0979063475462914,0.8120872448154836,0.8567725715768915,0.7376173449591651
5066,0.6135260512039393,0.6036005082273472,5.941055341981623,0.7882066967522797,0.8485071173524734,0.7144205604309336
3189,0.20271840845407074,0.3805952156476565,12.949264529496412,0.7081057868070157,0.542372503415026,0.41601988142418056
1522,0.863856576750244,0.7354043445907228,3.848677018526048,0.8657333557916526,0.9842291677524955,0.9839133347951687
539,0.6611711203450088,0.3549901068153021,80.18450002718681,0.7591359100087959,1.1255316442400236,1.2025618575530985
799,0.7199735779541364,0.6309461766988932,27.146041717615503,0.8007626153879405,0.903171532536483,0.8287005268384604
3153,0.7468760700128261,0.6346592342498081,17.961234498579838,0.801774524725114,0.9116160831413928,0.869743836518466
4468,0.5264058089845675,0.45093281599824975,12.525383666888452,0.7087326119174132,1.332122248743757,0.829267524200872
1235,0.5099195062459065,0.41399326824865956,7.412338834564092,0.6969434945328769,0.7582273245350458,0.7001973678387237
119,0.7779520122473274,0.6310506591062855,3.576142759167346,0.8497524937035349,1.083131456286352,1.1407840782631866
1017,0.5531744574912267,0.5773808361617561,37.412496143159984,0.8639028728563556,0.7119162366687156,0.6867295374179193
257,0.7647320225205888,0.518440565982504,38.357489477838655,0.7666390964148473,1.0010870858860992,1.0298752096134909
579,0.7289809455982057,0.49639765456421403,9.769166833196188,0.7433525246371021,1.0801753765015996,0.9660101450206063
4536,0.6855085400882573,0.6450398711282671,7.505213660376567,0.8081021676454315,0.8781739349282015,0.7826557795473754
699,0.7515264475822021,0.5737205407782227,8.798386127445106,0.7818765960505034,0.9021250230163771,0.932311184224717
4281,0.15480279982205247,0.08855174298661617,9.491975252396282,0.777202834437212,1.7033311083904434,1.4123652291065523
4212,0.8619298272948708,0.7660802466977678,113.68065927518553,0.8776268040900751,0.9817324027646029,0.938726282919504
236,0.676097133771669,0.4879521150232181,195.28261390910905,0.7185831473555746,0.9239122936910774,0.8588324302565173
1249,0.6480739337351487,0.6036710611580641,5.42336291008288,0.8052376595652899,0.7964814701675876,0.7890502550845341
4303,-0.16801579605352024,-0.019814706569518226,3.8353393777536606,0.09399519317580576,1.0247356670461691,0.26324743867579653
281,0.854079268091386,0.7142508919193507,468.62374918283456,0.8698401856818707,1.0478944928703573,1.045358574604004
107,0.7917982077532978,0.7055535585991257,30.05509283678452,0.8434457969920353,0.9273346592115342,0.8835589588530915
323,0.517197955960897,0.4090893981628807,46.119202049067745,0.7988485232632822,0.7124188448649127,0.668438578320483
381,0.7450471637200078,0.6064001525108377,5.129419496228764,0.7834271926713688,0.974094198992198,0.8679922073241422
7986,0.3422917804494967,0.20517168348550818,3.6418415646493534,0.48897252063657626,1.2511218189154265,0.6708057572429822
5136,0.8196938167875247,0.6561745860401111,33.336799596331055,0.8418326788664782,1.0568682627146846,1.0652642239355508
3258,0.6277673300891168,0.6751836407813194,31.830365437838196,0.8335393159829305,0.8218529392864886,0.7187321099295364
980,-0.0654621923575438,0.1996070594603141,30.415902134751327,0.5741342191183545,0.2723783630146754,0.3485287624091095
1141,0.4229938966151294,0.029085721181739577,77.56849107345215,0.5964849577994317,0.7217847207392175,0.6955202593814979
96,0.7391123069228516,0.49326705947385785,124.36511510381177,0.7411942415699573,1.0215731531337269,0.975169235484272
310,-0.06585758079397697,-0.019009179112089214,190.8908120244418,0.45582396777592393,0.4262874239345198,0.28531216006345755
1514,0.7678935770632102,0.6945768607320322,8.18866084074856,0.8360321495617002,0.9229249252310991,0.8549228879508429
4308,-1.1090742459195968,-3.6025618538899202,15.009581896402318,0.08243986165683728,2.8803425384458974,0.7343131440288566
4592,0.0707894687765801,0.43751611996792517,7.738585548302738,0.7992843684516611,0.267853003397277,0.46417706100403466
1123,0.15461487485950054,0.27582481681459237,21.28666982984432,0.7751324692626128,0.42310226704582937,0.42441368228455395
3,0.8646099367261535,0.7374757285249001,99.2115968287091,0.874498187044446,1.0501187534465082,1.0082386122091904
32,0.7995317955853922,0.7224202148750496,79.3680128650166,0.8516920978134854,0.944029620300686,0.8772825043990596
1296,-0.23009553986600118,-0.1526555287746516,6.961544119571505,0.08430798849331743,0.4089816854347895,0.42961370185673936
1209,0.7149225192894403,0.46654827797798826,12.817796124864064,0.7253595714227972,0.9342706067273882,0.9609942073632104
34,0.8034334318414258,0.6876847437964257,38.96529195634168,0.832591145719252,0.9766847834254236,0.8996551351481937
1735,0.3555143258925141,-0.11803668062638772,3.21192650838368,0.4752496922352267,1.3716846565119827,0.9569951776642924
153,0.8806537642002149,0.7676831341646269,484.2119162857238,0.8855049141355184,1.033306044639526,0.9949893410680056
1002,0.8045886379958295,0.6994572523150688,292.6522554793636,0.8381929817442867,0.9834458421737092,0.891694648783255
1421,0.6085534566236985,0.3015294476257392,21.508327505120338,0.6297690350179047,0.9027184328885787,0.9181725865615491
1193,0.04542326658237372,0.19519874578362562,27.451235442320762,0.521721984574366,0.5620441820378406,0.2995276012176648
5216,0.7796573311213597,0.6004743076233054,79.58708639180229,0.7889054278906994,1.0022106232697212,0.9368724584724483
1731,0.21433173431271224,0.1820734127183451,66.85351944770811,0.7924913963838318,0.47127837219857655,0.4571664680324625
603,0.3002738733986131,0.05020826065035411,43.18200957857429,0.7181859888630329,1.6393934510879953,0.9629388332447985
369,0.3670612151777569,0.08047283529098848,82.52591994822622,0.799823354997289,0.5488924318950709,0.6037137674279195
4430,0.6329544278820587,0.5806455035950826,3.8248763460803707,0.7779107045320645,0.8183842802507887,0.7710578081918519
4599,-0.10844978498352797,0.31424737775778555,5.353703992970504,0.8431946154589683,2.0536731758342723,1.3063426769751276
619,-0.4773967228511231,-0.007338966609170772,21.099160610734963,0.7474251660179794,2.4550755539906084,1.040769622381345
938,0.6777669111752216,0.631990348919262,1.7159645308860871,0.7995483534449017,0.882414859528662,0.776780297313962
4360,0.5900235094574684,0.4333606531680143,1.106817506474397,0.6815852135466163,0.8204882614306589,0.8143436446516602
5176,-1.5421199234862875,-8.584049311769869,6.048964316990332,0.16133033607847802,2.188481016783678,3.084830873943621
639,0.3145357676517718,0.22585366477101376,3.485382055764838,0.48767387309311516,0.8138845547903033,0.5843749351016799
290,0.6930660645237154,0.5158903235283405,12.742758863101484,0.729663933383444,0.9737908235811015,0.8570317136400801
1117,0.41745521808918495,0.5547066021518322,14.32070708444983,0.8104675659821698,0.6536219775970361,0.5716798569025643
8032,0.5462508968294344,0.5785089797147622,14.340869963417527,0.7937695498634784,0.677070699509592,0.7569487359642909
80,0.5576739765566262,0.5846069091376999,21.51042693069155,0.7829369754792362,0.9742727256088044,0.6154560340435355
4363,0.7257436561109476,0.6096830379530859,1.4100830896510714,0.7879849566424827,0.8971245446116183,0.8597045822839061
4427,-0.14558695265163868,-2.095612192536546,8.534674904125591,0.4926179224549121,1.1467342340730016,2.0165637992879284
3201,0.7168122296014932,0.6505124881047676,9.076436070958259,0.8073910097267887,0.9266049122000957,0.8058087250774234
216,0.8592951997936431,0.7401518767178108,40.900721852537195,0.865793216815236,1.01547642317882,0.9606698528619758
646,0.6461184969997369,0.2763739569548527,3.5346126056452642,0.6469306860081545,0.9992298086767167,1.0239496239715453
3322,-11.773397475830722,-94.13924826872467,40.200643999398814,-0.08820867467552279,10.860223806118585,9.046829900598864
3285,0.13672104623498516,-5.627204167624466,243.78706437065694,0.33868551765255456,0.44611824293255714,1.0335962295359322
8092,0.277782708131563,-0.3002203335707636,1.649088757257432,0.545694495611686,0.4401529606502314,0.9578619187959688
4503,0.6250643834444798,0.6099567317488852,11.547123645122994,0.804797793583529,0.763686491942762,0.7840631085671298
163,0.8467843163741855,0.7002213465232019,45.24682043333256,0.8483927652526226,0.983066672839508,0.98573274684969
3223,0.695362091294462,0.5198954807468688,12.78985850420792,0.7322596310596572,0.9683426586172222,0.8581650149055352
4495,0.6119900174261392,0.5882187490598798,3.0122555705730387,0.7817453375972132,1.1595916649638547,0.7217067205438153
1833,0.6168484927198643,0.6044681936573035,52.31732537498368,0.8161823615401204,0.7763299376476335,0.7490261835781243
27,0.7732641296163314,0.6777643294704704,17.84508018236579,0.8284755978340107,0.9113298840052951,0.8811465401861379
502,0.8092215157629765,0.7226767169319094,93.75781078700267,0.8507111997075527,1.0082296108729432,0.8815029213022619
4274,0.5594106386005662,0.4699839353382067,0.882773912682056,0.760672415903728,1.3652440770916843,1.0586349470746466
