ObsID,National_Station_Identifier,StationName,Provider ID,Country code,StationLon,StationLat,Height,DrainingArea.km2.Provider,River,Catchment,EC_Catchments,Calibration ID,DrainingArea.km2.LDD,LisfloodX,LisfloodY,RealTime,PostProcess,FixedRepPoint,LSFCalib,HasWL,HasD,Alive,HasRTWL,HasRTD,HasHWL,HasHD,Exclude,EC_calib,CAL_TYPE,ModelFile,MdlStep,version__origin__name,version__version,station_id,drainage_area,lon_provided,lat_provided,drainage_area_provided,to_calibrate,valid_for_origin,legend,comments
95,1060,Gornja Radgona,1005,SI,15.9956,46.6811,202.34,10197.2,Mur,Danube,Danube,-,10337.7,15.99167,46.675,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_95.pickle,6,EFAS,17,95,,,,,,,,
96,2110,Ptuj,1005,SI,15.8675,46.4169,214.62,13664.1,Drava,Danube,Danube,-,13676.5,15.875,46.40833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_96.pickle,6,EFAS,17,96,,,,,,,,
97,2150,Borl,1005,SI,15.9962,46.371,201.49,14661.5,Drava,Danube,Danube,-,14650.7,15.99167,46.375,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_97.pickle,6,EFAS,17,97,,,,,,,,
98,3420,Radovljica,1005,SI,14.1654,46.34,408.09,907.97,Sava,Danube,Danube,C371,890.9,14.15833,46.34167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_98.pickle,6,EFAS,17,98,,,,,,,,
99,3530,Medno,1005,SI,14.4405,46.1225,300.27,2201.45,Sava,Danube,Danube,-,2181.8,14.44167,46.125,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_99.pickle,6,EFAS,17,99,,,,,,,,
100,3570,Å Entjakob,1005,SI,14.5824,46.084,268.19,2284.8,Sava,Danube,Danube,-,2286.8,14.575,46.09167,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_100.pickle,6,EFAS,17,100,,,,,,,,
101,3725,Hrastnik,1005,SI,15.0906,46.122,193.85,5176.79,Sava,Danube,Danube,C370,4530.6,15.075,46.125,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_101.pickle,6,EFAS,17,101,,,,,,,,
102,3900,Jesenice na Dolenjskem,1005,SI,15.6925,45.8605,129.43,10881.64,Sava,Danube,Danube,-,9910.4,15.69167,45.85833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_102.pickle,6,EFAS,17,102,,,,,,,,
103,5078,Moste,1005,SI,14.5444,46.0554,281.29,1762.32,Ljubljanica,Danube,Danube,C374,1117.9,14.54167,46.05833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_103.pickle,6,EFAS,17,103,,,,,,,,
104,6120,Medlog,1005,SI,15.2204,46.2332,238.16,1037.1,Savinja,Danube,Danube,-,1153.2,15.225,46.24167,FALSE,FALSE,TRUE,FALSE,1,0,1,1,1,1,1,0,0,,ID_104.pickle,6,EFAS,17,104,,,,,,,,
105,6200,Laško,1005,SI,15.2336,46.154,215.03,1663.6,Savinja,Danube,Danube,-,1676.9,15.24167,46.15833,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_105.pickle,6,EFAS,17,105,,,,,,,,
106,6210,Veliko Širje,1005,SI,15.1924,46.0919,189.96,1841.9,Savinja,Danube,Danube,C373,1867.8,15.19167,46.09167,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_106.pickle,6,EFAS,17,106,,,,,,,,
107,7160,Podbočje,1005,SI,15.4555,45.8644,146.32,2238.12,Krka,Danube,Danube,C372,1838.8,15.45833,45.875,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_107.pickle,6,EFAS,17,107,,,,,,,,
108,8180,Solkan,1005,SI,13.65517,45.98162,51.84,1572.8,Soca,Soca/Isonzo,Isonzo,C377,1490,13.65833,45.975,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_108.pickle,6,EFAS,17,108,,,,,,,,
109,26200505,Bollendorf,1010,DE,6.359170876,49.85092117,170,3222,Saar,Rhine,Rhine,-,3259.8,6.35833,49.85833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_109.pickle,6,EFAS,17,109,,,,,,,,
110,25400600,Boos,1010,DE,7.720027426,49.7801411,128.06,2832,Nahe,Rhine,Rhine,-,2829.2,7.725,49.775,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_110.pickle,6,EFAS,17,110,,,,,,,,
111,25400826,Dietersheim,1010,DE,7.90316736,49.94045523,80.72,4037,Nahe,Rhine,Rhine,-,4068.5,7.90833,49.94167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_111.pickle,6,EFAS,17,111,,,,,,,,
112,25400804,Grolsheim,1010,DE,7.911184681,49.91139771,84.63,4013,Nahe,Rhine,Rhine,C332,4024.1,7.90833,49.90833,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1,1,1,0,0,,ID_112.pickle,6,EFAS,17,112,,,,,,,,
113,25400407,Martinstein,1010,DE,7.535999955,49.8037948,164.1,1468,Nahe,Rhine,Rhine,-,1463.6,7.54167,49.80833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_113.pickle,6,EFAS,17,113,,,,,,,,
114,25460409,Odenbach,1010,DE,7.652246699,49.68891971,147.75,1085.53,Glan,Rhine,Rhine,-,1100.7,7.65833,49.69167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_114.pickle,6,EFAS,17,114,,,,,,,,
117,24870055,Bad Vilbel,1009,DE,8.741063,50.182246,102.51,1619.3,Nidda,Rhine,Rhine,-,1632.5,8.74167,50.175,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_117.pickle,6,EFAS,17,117,,,,,,,,
118,24784259,Hanau,1009,DE,8.94581,50.132084,101.53,921.2,Kinzig,Rhine,Rhine,C749,925.1,8.94167,50.125,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_118.pickle,6,EFAS,17,118,,,,,,,,
119,24850058,Ilbenstadt,1009,DE,8.79551,50.283039,113.43,1072.6,Nidda,Rhine,Rhine,-,1080.1,8.79167,50.275,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_119.pickle,6,EFAS,17,119,,,,,,,,
120,25830056,Marburg,1009,DE,8.764476,50.798714,173.67,1666.2,Lahn,Rhine,Rhine,-,1652.1,8.75833,50.79167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_120.pickle,6,EFAS,17,120,,,,,,,,
121,24700109,Faulbach,1004,DE,9.438863,49.784963,128.29,20730,Main,Rhine,Elbe,-,20729.4,9.44167,49.775,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,1,0,0,0,,,,EFAS,17,121,,,,,,,,
122,6500250,Porttipahta,1011,FI,26.7457009,67.9627216,240,4868,Kitinen,Kemijoki,Kemijoki,-,2570.6,26.74167,67.975,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,0,1,0,1,6,ID_122.pickle,6,EFAS,17,122,,,,,,,,
123,6500550,"Kitinen, Kokkosniva",1011,FI,27.3238371,67.2222884,155,9820,Kitinen,Kemijoki,Kemijoki,C607,7749.8,27.325,67.225,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,0,1,0,1,6,ID_123.pickle,6,EFAS,17,123,,,,,,,
124,6501351,Jumisko,1011,FI,27.781951,66.5151439,160,1283,Jumiskonjoki,Kemijoki,Kemijoki,-,1352.3,27.775,66.54167,FALSE,FALSE,TRUE,FALSE,0,0,1,0,1,0,1,0,0,,ID_124.pickle,6,EFAS,17,124,,,,,,,,
125,6501700,Kemihaara,1011,FI,27.7855125,67.1985334,155,8538,Kemijoki,Kemijoki,Kemijoki,C608,8525,27.775,67.19167,FALSE,FALSE,TRUE,TRUE,0,0,0,0,1,1,1,0,1,24,ID_125.pickle,24,EFAS,17,125,,,,,,,,
126,6502050,Seitakorva,1011,FI,27.3529682,66.4756734,150,27424,Kemijoki,Kemijoki,Kemijoki,C243,27337.8,27.35833,66.475,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,0,1,0,1,6,ID_126.pickle,6,EFAS,17,126,,,,,,,,
127,6502250,Vanttauskoski,1011,FI,26.6859731,66.3677881,86,29021,Kemijoki,Kemijoki,Kemijoki,-,29078.4,26.675,66.375,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_127.pickle,24,EFAS,17,127,,,,,,,,
128,6502400,Vikajärvi  luusua,1011,FI,26.2195191,66.6218225,118,3017,Raudanjoki,Kemijoki,Kemijoki,C609,2862.2,26.225,66.625,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,1,1,0,1,24,ID_128.pickle,24,EFAS,17,128,,,,,,,,
129,6502550,"Olkkajärvi, Permantokoski",1011,FI,26.1269626,66.4928343,99,3522,Raudanjoki,Kemijoki,Kemijoki,-,3307.3,26.125,66.49167,TRUE,TRUE,TRUE,FALSE,0,1,1,0,1,0,1,0,0,,ID_129.pickle,6,EFAS,17,129,,,,,,,
130,6503200,"Ounasjoki, Köngäs",1011,FI,24.8443741,67.878636,189,4488,Ounasjoki,Kemijoki,Kemijoki,C610,4505.6,24.84167,67.875,FALSE,FALSE,TRUE,TRUE,0,0,0,0,1,1,1,0,1,24,ID_130.pickle,24,EFAS,17,130,,,,,,,
131,6503510,Unari  luusua,1011,FI,25.7472743,67.1304709,180,1198,Meltausjoki,Kemijoki,Kemijoki,-,1095.4,25.75833,67.125,FALSE,FALSE,TRUE,TRUE,0,0,0,0,1,1,1,0,1,24,ID_131.pickle,24,EFAS,17,131,,,,,,,,
132,6503600,"Ounasjoki, Marraskoski",1011,FI,25.4202449,66.7984772,93,12303,Ounasjoki,Kemijoki,Kemijoki,C242,12198.4,25.425,66.80833,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,1,1,0,1,6,ID_132.pickle,6,EFAS,17,132,,,,,,,
133,6504050,Valajaskoski,1011,FI,25.5402569,66.4240516,74,47425,Kemijoki,Kemijoki,Kemijoki,-,47367.8,25.525,66.425,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,0,1,0,1,6,ID_133.pickle,6,EFAS,17,133,,,,,,,,
134,6504450,Isohaara,1011,FI,24.5452857,65.7926686,2,50683,Kemijoki,Kemijoki,Kemijoki,C241,50986.7,24.54167,65.79167,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_134.pickle,24,EFAS,17,134,,,,,,,,
135,6700510,"Muonionjoki, Kaaresuvanto",1011,FI,22.4945881,68.4422813,324,5732,Muonio,Torne,Torne,-,5859.3,22.49167,68.44167,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,1,1,0,1,6,ID_135.pickle,6,EFAS,17,135,,,,,,,
136,6700800,"Muonionjoki, Muonio",1011,FI,23.6601427,67.945748,233,9259,Muonio,Torne,Torne,C625,9605.1,23.65833,67.94167,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,1,1,0,1,6,ID_136.pickle,6,EFAS,17,136,,,,,,,
137,6701950,"Tengeliönjoki, Haapakoski",1011,FI,23.7839809,66.3813354,53,3089,Tengelionjoki,Torne,Torne,-,3001.5,23.79167,66.375,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_137.pickle,24,EFAS,17,137,,,,,,,
138,6800510,"Inarijoki, Karigasniemi",1011,FI,25.8448848,69.395731,130,3133,Anarjohka,Tana,Tana,C611,3061.1,25.84167,69.39167,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,1,1,0,1,6,ID_138.pickle,6,EFAS,17,138,,,,,,,
139,6801000,Onnelansuvanto,1011,FI,27.0269747,69.9119921,69,10864,Tana,Tana,Tana,C412,10812.9,27.025,69.90833,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,1,1,0,1,6,ID_139.pickle,6,EFAS,17,139,,,,,,,,
140,6801100,"Utsjoki, Patoniva",1011,FI,26.9995333,69.7836622,80,1520,Utsjoki,Tana,Tana,-,1542.6,27.00833,69.79167,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,1,1,0,1,6,ID_140.pickle,6,EFAS,17,140,,,,,,,
141,7100700,Kettujoki,1011,FI,26.7475403,68.9191063,150,2215,Kettujoki,Paatsjoki,Paatsjoki,-,2226,26.74167,68.925,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,1,1,0,1,24,ID_141.pickle,24,EFAS,17,141,,,,,,,,
142,7100800,Juutuanjoki,1011,FI,26.9251906,68.8891879,140,5160,Juutuanjoki,Paatsjoki,Paatsjoki,C612,5194.4,26.925,68.89167,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,1,1,0,1,6,ID_142.pickle,6,EFAS,17,142,,,,,,,,
143,7101320,"Ivalojoki, Pajakoski",1011,FI,27.274471,68.5545882,130,3345,Ivalo,Paatsjoki,Paatsjoki,C613,3328.2,27.275,68.55833,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,1,1,0,1,6,ID_143.pickle,6,EFAS,17,143,,,,,,,
144,7101950,Kaitakoski,1011,FI,28.4489194,68.9087333,131,14575,Paatsjoki,Paatsjoki,Paatsjoki,C614,14572.6,28.44167,68.90833,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_144.pickle,24,EFAS,17,144,,,,,,,,
145,2395,Kallio 2,1014,SE,23.54304774,67.22489293,,14477.1,Muonio,Torne,Torne,C627,14436,23.54167,67.225,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,0,1,0,1,6,ID_145.pickle,6,EFAS,17,145,,,,,,,,
146,2012,Pajala pumphus,1014,SE,23.34635836,67.22583606,,11038.1,Torne,Torne,Torne,-,16742.4,23.34167,67.225,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,0,1,0,1,6,ID_146.pickle,6,EFAS,17,146,,,,,,,,
147,17,Räktfors,1014,SE,22.81577421,66.17064495,,23102.9,Kalix,Kalix,Kalix,C239,17130.2,22.80833,66.175,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,0,1,0,1,6,ID_147.pickle,6,EFAS,17,147,,,,,,,,
148,2237,Granåker,1014,SE,19.66624078,64.23997856,,11846.37,Vindel,Ume,Umealven,C635,11850.3,19.65833,64.24167,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,0,1,0,1,6,ID_148.pickle,6,EFAS,17,148,,,,,,,,
149,2238,Sorsele2,1014,SE,17.50831198,65.5422068,,6054.39,Vindel,Ume,Umealven,C323,6092.7,17.50833,65.54167,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,0,1,0,1,6,ID_149.pickle,6,EFAS,17,149,,,,,,,,
150,6602200,Klein Badelmeusel,1015,DE,14.7479076,51.67321182,83.24,2727,Lusatian Neisse,Oder,Oder,-,2725.4,14.74167,51.675,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_150.pickle,6,EFAS,17,150,,,,,,,,
151,6602800,Guben 2,1015,DE,14.70691864,51.96915397,37.48,4080,Lusatian Neisse,Oder,Oder,C193,4069.1,14.70833,51.95833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_151.pickle,6,EFAS,17,151,,,,,,,,
152,5802600,Sachsenhausen Sohlabsturz,1015,DE,13.24292697,52.77313952,30.18,2779,Havel,Elbe,Elbe,C537,1927.6,13.24167,52.775,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_152.pickle,6,EFAS,17,152,,,,,,,,
153,LOBI,Lobith,1008,NL,6.108333333,51.84444444,13,160800,Rhine,Rhine,Rhine,C368,159514.5,6.10833,51.84167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_153.pickle,6,EFAS,17,153,,,,,,,,
154,BORD,Borgharen-Dorp,1008,NL,5.6966,50.869439,,159555,Meuse,Meuse,Meuse,C085,21370.1,5.69167,50.875,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1,1,1,0,0,,ID_154.pickle,6,EFAS,17,154,,,,,,,,
155,4001092,Fischerau / Ager,1013,AT,13.83804739,48.08581464,348,1256.1,Ager,Danube,Danube,-,1234.5,13.84167,48.09167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_155.pickle,6,EFAS,17,155,,,,,,,,
156,10001019,Achleiten / Donau,1013,AT,13.50333551,48.58269134,288.04,76653.3,Danube,Danube,Danube,C360,76651.6,13.50833,48.59167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_156.pickle,6,EFAS,17,156,,,,,,,,
157,10001026,Grein,1013,AT,14.85705112,48.2272213,219.43,,Danube,Danube,Danube,-,92062.4,14.85833,48.225,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,,,EFAS,17,157,,,,,,,,
158,10001016,Kienstock,1013,AT,15.46121967,48.38279209,194,95970,Danube,Danube,Danube,C325,95949.8,15.45833,48.375,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_158.pickle,6,EFAS,17,158,,,,,,,,
159,10001035,Korneuburg,1013,AT,16.3321213,48.3294851,159.87,101536.6,Danube,Danube,Danube,C326,101531.4,16.325,48.325,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_159.pickle,6,EFAS,17,159,,,,,,,,
160,10001023,Linz,1013,AT,14.28491224,48.30692027,247.74,79490.1,Danube,Danube,Danube,-,79484.1,14.29167,48.30833,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_160.pickle,24,EFAS,17,160,,,,,,,,
161,10001036,Wildungsmauer,1013,AT,16.80430201,48.11480331,139.48,103992.7,Danube,Danube,Danube,-,104028.8,16.80833,48.125,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_161.pickle,6,EFAS,17,161,,,,,,,,
162,10001002,Ybbs,1013,AT,15.08560309,48.18070916,212.22,,Danube,Danube,Danube,-,92447.5,15.09167,48.175,FALSE,FALSE,TRUE,FALSE,1,0,1,1,1,0,0,0,0,,ID_162.pickle,6,EFAS,17,162,,,,,,,,
163,2001077,Amlach,1013,AT,13.52317004,46.77402034,522.79,4789.6,Drava,Danube,Danube,-,4795.2,13.525,46.775,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,0,0,1,6,ID_163.pickle,6,EFAS,17,163,,,,,,,,
164,2001073,Lavamünd Ort,1013,AT,14.94261891,46.64061979,338,11051.8,Drave,Danube,Danube,-,11063,14.925,46.65833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,0,0,1,6,ID_164.pickle,6,EFAS,17,164,,,,,,,,
165,7001147,Lienz-Peggetz,1013,AT,12.78408155,46.82453932,661.43,1876.2,Drava,Danube,Danube,-,1884.5,12.79167,46.825,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0,1,0,0,,ID_165.pickle,6,EFAS,17,165,,,,,,,,
166,2001001,Oberdrauburg-OWF,1013,AT,12.97296983,46.74761484,616.08,2112,Drave,Danube,Danube,-,2113.1,12.975,46.74167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_166.pickle,6,EFAS,17,166,,,,,,,,
167,2001003,Sachsenburg (Brücke),1013,AT,13.34930134,46.82706343,555.04,2561.4,Drave,Danube,Danube,-,2561.2,13.34167,46.825,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0,1,0,0,,ID_167.pickle,6,EFAS,17,167,,,,,,,,
168,6001033,Admont (Enns),1013,AT,14.4617326,47.5811865,616.8,2637.5,Enns,Danube,Danube,C780,2651.3,14.45833,47.575,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,24,ID_168.pickle,6,EFAS,17,168,,,,,,,,
169,4001134,Steyr (Ortskai),1013,AT,14.4249308,48.04331845,283.97,5915.4,Enns,Danube,Danube,C050,5942.8,14.425,48.04167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_169.pickle,6,EFAS,17,169,,,,,,,,
170,6001025,Trautenfels,1013,AT,14.08546007,47.51457947,639.96,1490.3,Enns,Danube,Danube,-,1520.3,14.075,47.50833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,0,0,1,6,ID_170.pickle,6,EFAS,17,170,,,,,,,,
171,2001042,Faak (Bundessportheim),1013,AT,13.9153499,46.57739001,553.91,35.6,Lake Faak,Danube,Danube,-,35.5,13.90833,46.575,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,1,0,0,0,,,,EFAS,17,171,,,,,,,,
172,5001060,Fuschl am See,1013,AT,13.29908555,47.79812696,662.4,29.5,Fuschlsee,Danube,Danube,-,25.4,13.25833,47.80833,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,,,,EFAS,17,172,,,,,,,,
173,2001041,Federaun,1013,AT,13.81481601,46.56933194,498.54,1304.9,Gail,Danube,Danube,-,1336.5,13.80833,46.575,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_173.pickle,6,EFAS,17,173,,,,,,,,
174,5002212,Grabensee,1013,AT,13.09632459,47.99660961,501.4,64.5,Grabensee,Danube,Danube,-,60,13.09167,47.99167,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,,,EFAS,17,174,,,,,,,,
175,2001062,Gumisch,1013,AT,14.47806095,46.60628845,394.34,2555.4,Gurk,Danube,Danube,-,2325.5,14.475,46.60833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_175.pickle,6,EFAS,17,175,,,,,,,,
176,2001071,Launsdorf,1013,AT,14.47693166,46.76043929,510,1243.1,Gurk,Danube,Danube,-,1004.1,14.475,46.75833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_176.pickle,6,EFAS,17,176,,,,,,,,
177,2001093,Mölbling,1013,AT,14.44998099,46.86014427,579.26,1061,Gurk,Danube,Danube,-,818.1,14.44167,46.85833,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0,0,0,0,,ID_177.pickle,6,EFAS,17,177,,,,,,,,
178,7001073,Brixlegg,1013,AT,11.87291584,47.43255022,512.5,8503.6,Inn,Danube,Danube,-,8501.2,11.875,47.425,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0,1,0,0,,ID_178.pickle,6,EFAS,17,178,,,,,,,,
179,7001049,Innsbruck (oberh. Sill),1013,AT,11.39650568,47.27561338,568.46,5771.6,Inn,Danube,Danube,C327,5795.1,11.39167,47.275,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_179.pickle,6,EFAS,17,179,,,,,,,,
180,7001062,Jenbach-Rotholz,1013,AT,11.78923832,47.38885653,521.67,7230.7,Inn,Danube,Danube,-,7232.6,11.79167,47.39167,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,0,1,0,1,6,ID_180.pickle,6,EFAS,17,180,,,,,,,,
181,7001015,Kajetansbrücke,1013,AT,10.51163786,46.95197856,967.16,2162,Inn,Danube,Danube,-,2162.5,10.50833,46.95833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_181.pickle,6,EFAS,17,181,,,,,,,,
182,7001081,Kirchbichl-Bichlwang,1013,AT,12.09331247,47.52277374,484,9310,Inn,Danube,Danube,-,9304.6,12.09167,47.525,TRUE,TRUE,TRUE,TRUE,0,1,1,0,1,0,1,0,1,6,ID_182.pickle,6,EFAS,17,182,,,,,,,,
183,7001043,Magerbach,1013,AT,10.87470544,47.25874694,652.98,5118.8,Inn,Danube,Danube,-,5091.3,10.875,47.25833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_183.pickle,6,EFAS,17,183,,,,,,,,
184,7001027,Perjen,1013,AT,10.57156758,47.14679669,768.73,3503.1,Inn,Danube,Danube,-,3486.7,10.575,47.14167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,0,0,1,6,ID_184.pickle,6,EFAS,17,184,,,,,,,,
185,7001017,Prutz,1013,AT,10.6609082,47.07675291,861.36,2461.5,Inn,Danube,Danube,-,2451.5,10.65833,47.075,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_185.pickle,6,EFAS,17,185,,,,,,,,
186,7001152,Telfs (Fussgängersteg),1013,AT,11.07291324,47.30165591,616.12,5289.7,Inn,Danube,Danube,-,5278.2,11.075,47.30833,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0,1,0,0,,ID_186.pickle,6,EFAS,17,186,,,,,,,,
187,7001140,Lienz,1013,AT,12.76633458,46.83163185,669.29,1198.7,Isel,Danube,Danube,-,1198.1,12.75833,46.84167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_187.pickle,6,EFAS,17,187,,,,,,,,
188,3001039,Stiefern,1013,AT,15.69008285,48.53468789,217,1493.3,Kamp,Danube,Danube,-,1492.8,15.69167,48.54167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_188.pickle,6,EFAS,17,188,,,,,,,,
189,7001007,Lechaschau,1013,AT,10.70967654,47.49701506,836.09,1012.2,Lech,Danube,Danube,C765,1020.7,10.70833,47.49167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_189.pickle,6,EFAS,17,189,,,,,,,,
190,3001121,Deutsch Brodersdorf (Straßenbrücke),1013,AT,16.47720488,47.93790303,193.04,,Leitha,Danube,Danube,-,1619.5,16.475,47.94167,FALSE,FALSE,TRUE,TRUE,0,0,0,1,1,0,1,0,1,24,ID_190.pickle,24,EFAS,17,190,,,,,,,,
191,3001122,Deutsch Haslau,1013,AT,16.94310229,48.04760953,139.19,1982,Leitha,Danube,Danube,-,1997.5,16.94167,48.04167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_191.pickle,6,EFAS,17,191,,,,,,,,
192,2001020,Spittal (Fasan),1013,AT,13.49483661,46.80733767,556.19,1035.5,Lieser,Danube,Danube,-,1044.2,13.49167,46.80833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_192.pickle,6,EFAS,17,192,,,,,,,,
193,5001055,Mattsee,1013,AT,13.1073588,47.9714511,501.4,10.4,Mattsee,Danube,Danube,-,13.8,13.10833,47.975,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,,,,EFAS,17,193,,,,,,,,
194,2001018,Millstatt (See),1013,AT,13.57344692,46.80040675,587,286.3,Lake Millstatt,Danube,Danube,-,254.5,13.575,46.79167,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,1,0,0,0,,,,EFAS,17,194,,,,,,,,
195,2001007,Kolbnitz a. d. Tauernbahn VHP,1013,AT,13.30264074,46.87510772,607,1043.8,Moll,Danube,Danube,-,1053.1,13.30833,46.875,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,0,1,0,1,6,ID_195.pickle,6,EFAS,17,195,,,,,,,,
